event_id,student_id,class_id,session_id,timestamp,day_of_week,hour_of_day,minutes_from_class_start,time_since_last_attendance_minutes,device_id_hash,ip_hash,network_type,device_changed_from_last_event,ip_changed_from_last_event,geo_lat,geo_lon,distance_from_last_event_km,travel_speed_kmh,face_match_distance,liveness_score,face_match_pass,retry_count_before_success,failed_attempts_last_7d,attendance_rate_30d,suspicious_events_last_30d,is_fraud
EVT001015,STU1015,CS501,S015,2026-03-14T09:53:00,Saturday,9,-5,1190,DEV_219,IP_369,mobile,0,1,17.38405,79.145911,0.7,6.74,0.307,0.827,1,0,0,0.904,1,0
EVT001016,STU1016,CS501,S016,2026-03-10T20:52:00,Tuesday,20,-3,4346,DEV_913,IP_307,ethernet,0,0,17.75507,78.820744,0.55,6.55,0.169,0.87,1,0,2,0.919,1,0
EVT001017,STU1017,CS501,S017,2026-03-17T09:57:00,Tuesday,9,0,4034,DEV_836,IP_455,mobile,0,0,18.057032,78.59021,1.26,10.2,0.257,0.809,1,0,1,0.88,1,0
EVT001018,STU1018,CS501,S018,2026-02-21T19:24:00,Saturday,19,4,1555,DEV_645,IP_317,ethernet,0,0,17.041335,79.485169,0.41,2.19,0.358,0.905,1,1,1,0.839,1,0
EVT001019,STU1019,CS501,S019,2026-02-06T00:06:00,Friday,0,-4,1582,DEV_699,IP_399,wifi,0,0,18.030106,78.265721,1.02,4.65,0.304,0.924,1,0,1,0.965,1,0
EVT001020,STU1020,CS501,S020,2026-03-02T05:19:00,Monday,5,18,240,DEV_923,IP_322,ethernet,1,0,17.536017,79.442968,43.38,661.03,0.723,0.649,0,1,12,0.504,9,1
EVT001021,STU1021,CS501,S021,2026-02-01T20:33:00,Sunday,20,6,1315,DEV_033,IP_449,mobile,1,1,17.065739,79.25213,0.43,8.63,0.204,0.964,1,1,1,0.934,1,0
EVT001022,STU1022,CS501,S022,2026-02-05T22:06:00,Thursday,22,-1,1957,DEV_050,IP_010,mobile,0,0,17.431768,79.016308,1.86,8.5,0.302,0.857,1,0,0,0.94,0,0
EVT001023,STU1023,CS501,S023,2026-02-11T05:10:00,Wednesday,5,-7,2565,DEV_066,IP_074,ethernet,0,0,17.449838,78.920146,0.01,4.18,0.385,0.964,1,1,0,0.911,1,0
EVT001024,STU1024,CS501,S024,2026-02-05T15:26:00,Thursday,15,3,5941,DEV_073,IP_035,wifi,0,0,17.611336,78.730339,1.09,4.15,0.34,0.971,1,1,0,0.828,1,0
EVT001025,STU1025,CS501,S025,2026-03-16T04:21:00,Monday,4,-7,4158,DEV_491,IP_513,mobile,0,0,18.041582,78.18796,1.82,6.57,0.178,0.861,1,1,1,0.867,0,0
EVT001026,STU1026,CS501,S026,2026-03-13T20:51:00,Friday,20,-1,5571,DEV_343,IP_336,wifi,0,0,17.326949,78.949325,1.4,11.84,0.367,0.784,1,1,1,0.903,0,0
EVT001027,STU1027,CS501,S027,2026-03-11T01:52:00,Wednesday,1,26,218,DEV_678,IP_587,ethernet,0,1,18.168648,78.328253,25.16,301.21,0.564,0.407,0,3,4,0.683,4,1
EVT001028,STU1028,CS501,S028,2026-02-11T10:44:00,Wednesday,10,-4,1471,DEV_523,IP_260,wifi,1,0,17.020917,79.329598,1.14,7.72,0.374,0.956,1,0,1,0.864,1,0
EVT001029,STU1029,CS501,S029,2026-02-06T16:24:00,Friday,16,20,455,DEV_332,IP_580,wifi,1,1,17.13159,78.890129,130.43,229.44,0.721,0.631,0,4,7,0.752,9,1
EVT001030,STU1030,CS501,S030,2026-02-28T09:21:00,Saturday,9,2,2272,DEV_363,IP_534,wifi,0,0,17.116607,78.692916,1.69,5.03,0.353,0.818,1,0,2,0.845,1,0
EVT001031,STU1031,CS501,S031,2026-02-22T11:07:00,Sunday,11,12,1932,DEV_102,IP_663,ethernet,1,0,18.088336,78.256375,0.18,4.13,0.199,0.93,1,0,0,0.854,0,0
EVT001032,STU1032,CS501,S032,2026-02-17T10:06:00,Tuesday,10,9,1919,DEV_341,IP_564,ethernet,0,0,17.12233,78.882812,1.45,8.24,0.296,0.871,1,0,2,0.899,1,0
EVT001033,STU1033,CS501,S033,2026-02-15T14:49:00,Sunday,14,7,4753,DEV_069,IP_561,mobile,0,0,17.912985,78.23186,0.76,6.2,0.33,0.938,1,1,0,0.906,0,0
EVT001034,STU1034,CS501,S034,2026-03-14T17:26:00,Saturday,17,-2,5070,DEV_002,IP_056,wifi,0,0,17.8268,78.922563,0.62,0.64,0.183,0.888,1,0,2,0.956,0,0
EVT001035,STU1035,CS501,S035,2026-02-25T19:10:00,Wednesday,19,0,2008,DEV_068,IP_432,mobile,0,0,17.865911,79.06581,0.5,3.33,0.277,0.839,1,0,2,0.844,0,0
EVT001036,STU1036,CS501,S036,2026-03-05T06:47:00,Thursday,6,3,754,DEV_735,IP_450,mobile,1,1,17.538763,79.395551,12.77,181.15,0.47,0.622,1,2,5,0.791,4,1
EVT001037,STU1037,CS501,S037,2026-03-05T00:37:00,Thursday,0,0,3955,DEV_003,IP_699,wifi,0,1,17.516652,79.189571,1.55,1.57,0.182,0.85,1,0,1,0.866,0,0
EVT001038,STU1038,CS501,S038,2026-02-11T21:06:00,Wednesday,21,7,4643,DEV_426,IP_700,ethernet,0,0,18.46742,78.111041,1.17,7.33,0.214,0.941,1,0,2,0.849,0,0
EVT001039,STU1039,CS501,S039,2026-02-14T23:04:00,Saturday,23,12,1234,DEV_069,IP_635,mobile,0,0,17.587823,78.226254,1.5,6.37,0.189,0.945,1,1,0,0.972,1,0
EVT001040,STU1040,CS501,S040,2026-02-05T01:38:00,Thursday,1,-1,1870,DEV_393,IP_240,ethernet,0,1,17.591002,78.229457,0.11,4.87,0.372,0.983,1,1,1,0.903,0,0
EVT001041,STU1041,CS501,S001,2026-02-27T07:57:00,Friday,7,5,3865,DEV_702,IP_314,ethernet,0,0,18.155315,79.07592,0.57,9.16,0.221,0.918,1,1,1,0.89,0,0
EVT001042,STU1042,CS501,S002,2026-02-27T04:55:00,Friday,4,-7,3376,DEV_262,IP_222,mobile,0,0,17.998197,79.379453,0.91,1.55,0.201,0.808,1,0,0,0.873,0,0
EVT001043,STU1043,CS501,S003,2026-03-07T00:00:00,Saturday,0,10,3526,DEV_758,IP_638,mobile,0,0,17.221278,78.360153,1.36,10.2,0.313,0.981,1,1,2,0.991,0,0
EVT001044,STU1044,CS501,S004,2026-02-15T12:50:00,Sunday,12,-5,5821,DEV_911,IP_375,ethernet,0,0,17.086405,78.797443,0.44,6.72,0.353,0.966,1,1,1,0.995,0,0
EVT001045,STU1045,CS501,S005,2026-02-11T14:39:00,Wednesday,14,-1,1184,DEV_379,IP_479,ethernet,0,0,17.585606,79.034743,0.16,10.01,0.364,0.891,1,1,0,0.887,1,0
EVT001046,STU1046,CS501,S006,2026-03-04T02:25:00,Wednesday,2,3,4615,DEV_448,IP_380,ethernet,0,0,17.708282,79.28587,1.44,11.88,0.333,0.978,1,1,0,0.885,0,0
EVT001047,STU1047,CS501,S007,2026-02-19T06:17:00,Thursday,6,12,5018,DEV_587,IP_341,ethernet,0,0,18.375598,78.459524,0.86,10.87,0.19,0.817,1,1,1,0.824,0,0
EVT001048,STU1048,CS501,S008,2026-02-05T08:36:00,Thursday,8,-2,4169,DEV_014,IP_465,mobile,0,0,17.205063,78.551914,1.88,6.91,0.255,0.957,1,0,0,0.974,0,0
EVT001049,STU1049,CS501,S009,2026-03-06T00:35:00,Friday,0,-4,3076,DEV_426,IP_120,mobile,0,0,18.165127,79.329196,1.63,0.63,0.32,0.836,1,0,0,0.963,0,0
EVT001050,STU1050,CS501,S010,2026-02-11T02:11:00,Wednesday,2,-6,4609,DEV_508,IP_544,mobile,0,0,18.379629,78.213133,1.54,2.71,0.391,0.923,1,0,0,0.916,0,0
EVT001051,STU1051,CS501,S011,2026-02-06T20:20:00,Friday,20,30,458,DEV_266,IP_274,ethernet,1,0,17.97573,79.018069,45.07,147.45,0.595,0.636,0,3,4,0.623,9,1
EVT001052,STU1052,CS501,S012,2026-02-03T14:05:00,Tuesday,14,-1,2240,DEV_464,IP_136,ethernet,0,0,17.644962,79.022953,1.35,8.3,0.259,0.852,1,0,0,0.983,1,0
EVT001053,STU1053,CS501,S013,2026-02-19T21:15:00,Thursday,21,7,927,DEV_026,IP_377,mobile,0,0,17.973616,78.987428,1.29,0.56,0.343,0.927,1,0,1,0.988,0,0
EVT001054,STU1054,CS501,S014,2026-02-03T10:50:00,Tuesday,10,4,496,DEV_233,IP_588,ethernet,0,1,18.187641,79.153859,24.9,247.52,0.578,0.498,0,2,3,0.62,6,1
EVT001055,STU1055,CS501,S015,2026-02-11T06:41:00,Wednesday,6,9,1611,DEV_929,IP_028,ethernet,0,0,17.967313,78.86342,0.07,1.46,0.251,0.853,1,0,2,0.96,0,0
EVT001056,STU1056,CS501,S016,2026-03-02T02:24:00,Monday,2,0,3717,DEV_233,IP_631,wifi,0,0,18.340432,78.905085,1.23,9.93,0.366,0.923,1,0,0,0.85,1,0
EVT001057,STU1057,CS501,S017,2026-02-09T07:23:00,Monday,7,18,486,DEV_036,IP_481,mobile,1,0,17.137457,78.073432,111.19,190.45,0.592,0.258,0,4,8,0.485,7,1
EVT001058,STU1058,CS501,S018,2026-03-17T19:11:00,Tuesday,19,9,2435,DEV_504,IP_128,wifi,0,0,17.594639,78.531331,1.92,9.17,0.354,0.954,1,0,1,0.827,0,0
EVT001059,STU1059,CS501,S019,2026-03-11T20:19:00,Wednesday,20,10,2720,DEV_946,IP_269,ethernet,0,0,18.289294,79.169026,1.12,11.54,0.329,0.982,1,1,2,0.963,1,0
EVT001060,STU1060,CS501,S020,2026-02-23T03:37:00,Monday,3,7,3051,DEV_773,IP_623,mobile,0,0,17.380634,78.230953,1.94,2.6,0.326,0.812,1,0,2,0.912,0,0
EVT001061,STU1061,CS501,S021,2026-02-26T20:54:00,Thursday,20,11,2163,DEV_217,IP_381,ethernet,0,0,17.073963,78.584417,1.37,10.32,0.203,0.981,1,1,0,0.888,1,0
EVT001062,STU1062,CS501,S022,2026-03-11T06:59:00,Wednesday,6,8,2904,DEV_235,IP_573,mobile,1,0,18.158255,78.979802,1.06,3.26,0.324,0.883,1,0,0,0.821,1,0
EVT001063,STU1063,CS501,S023,2026-02-16T02:50:00,Monday,2,-5,2700,DEV_322,IP_284,mobile,0,0,17.067549,78.477631,1.32,6.1,0.229,0.864,1,1,2,0.886,0,0
EVT001064,STU1064,CS501,S024,2026-02-27T06:08:00,Friday,6,6,642,DEV_584,IP_687,wifi,1,1,17.864348,78.563963,64.51,516.85,0.479,0.455,0,3,7,0.621,2,1
EVT001065,STU1065,CS501,S025,2026-03-18T04:37:00,Wednesday,4,3,4593,DEV_683,IP_016,wifi,0,0,17.934124,78.978043,0.37,5.73,0.16,0.809,1,1,0,0.898,0,0
EVT001066,STU1066,CS501,S026,2026-02-05T17:57:00,Thursday,17,-5,2126,DEV_416,IP_038,ethernet,0,0,18.432337,78.71185,1.14,9.02,0.263,0.979,1,1,1,0.916,1,0
EVT001067,STU1067,CS501,S027,2026-02-04T18:02:00,Wednesday,18,8,4863,DEV_665,IP_558,mobile,0,0,17.528625,79.26099,1.97,2.22,0.265,0.862,1,0,1,0.993,1,0
EVT001068,STU1068,CS501,S028,2026-03-15T23:19:00,Sunday,23,11,3429,DEV_047,IP_163,wifi,0,0,17.87914,78.527959,1.26,4.59,0.234,0.786,1,1,0,0.862,0,0
EVT001069,STU1069,CS501,S029,2026-02-02T10:41:00,Monday,10,8,3997,DEV_406,IP_314,mobile,0,0,17.817133,79.143773,1.28,9.59,0.228,0.781,1,0,0,0.845,1,0
EVT001070,STU1070,CS501,S030,2026-02-23T23:12:00,Monday,23,11,4568,DEV_264,IP_339,wifi,0,0,17.03458,78.366396,1.77,1.07,0.356,0.861,1,1,1,0.944,0,0
EVT001071,STU1071,CS501,S031,2026-02-15T16:46:00,Sunday,16,8,2531,DEV_141,IP_583,ethernet,1,0,17.570235,78.481644,1.95,6.78,0.308,0.982,1,1,0,0.84,1,0
EVT001072,STU1072,CS501,S032,2026-02-03T15:07:00,Tuesday,15,11,4717,DEV_874,IP_322,ethernet,0,0,17.434971,78.78678,0.7,1.94,0.199,0.867,1,0,1,0.874,0,0
EVT001073,STU1073,CS501,S033,2026-03-12T01:21:00,Thursday,1,11,3647,DEV_727,IP_264,wifi,0,0,18.187561,78.458029,0.56,7.89,0.22,0.984,1,1,1,0.954,1,0
EVT001074,STU1074,CS501,S034,2026-02-06T21:30:00,Friday,21,12,5725,DEV_899,IP_420,mobile,0,0,17.025764,79.138606,1.67,11.34,0.222,0.901,1,1,0,0.923,1,0
EVT001075,STU1075,CS501,S035,2026-03-11T10:58:00,Wednesday,10,10,2303,DEV_103,IP_256,wifi,0,1,17.155417,78.011964,0.66,5.04,0.305,0.88,1,0,2,0.94,1,0
EVT001076,STU1076,CS501,S036,2026-03-14T01:43:00,Saturday,1,7,1957,DEV_380,IP_345,mobile,1,0,18.200529,78.197868,1.72,9.14,0.275,0.843,1,1,0,0.872,1,0
EVT001077,STU1077,CS501,S037,2026-03-08T18:30:00,Sunday,18,0,983,DEV_145,IP_365,wifi,1,0,17.204541,78.172198,0.87,3.65,0.383,0.811,1,0,2,0.83,0,0
EVT001078,STU1078,CS501,S038,2026-03-06T18:32:00,Friday,18,3,4123,DEV_826,IP_081,ethernet,0,0,17.914226,79.416573,1.19,2.28,0.3,0.912,1,1,0,0.92,1,0
EVT001079,STU1079,CS501,S039,2026-02-13T06:10:00,Friday,6,10,3344,DEV_912,IP_188,wifi,0,0,18.24322,78.236357,0.79,2.66,0.177,0.976,1,1,0,0.979,1,0
EVT001080,STU1080,CS501,S040,2026-03-03T21:38:00,Tuesday,21,-6,2937,DEV_517,IP_691,ethernet,0,0,17.594368,79.232332,0.37,4.88,0.317,0.784,1,0,2,0.901,1,0
EVT001081,STU1081,CS501,S001,2026-03-11T04:53:00,Wednesday,4,30,667,DEV_663,IP_679,mobile,1,1,17.657231,78.42907,26.59,608.53,0.603,0.462,0,1,4,0.804,3,1
EVT001082,STU1082,CS501,S002,2026-02-22T13:47:00,Sunday,13,-6,3374,DEV_433,IP_401,mobile,0,0,17.271761,79.12741,0.31,6.44,0.35,0.857,1,0,0,0.849,1,0
EVT001083,STU1083,CS501,S003,2026-03-06T14:10:00,Friday,14,-2,2529,DEV_221,IP_210,wifi,0,0,17.344583,78.329189,0.31,9.52,0.162,0.783,1,1,1,0.923,0,0
EVT001084,STU1084,CS501,S004,2026-02-12T22:02:00,Thursday,22,7,1454,DEV_625,IP_625,mobile,0,0,18.126356,78.472783,1.8,9.4,0.248,0.951,1,1,1,0.846,1,0
EVT001085,STU1085,CS501,S005,2026-03-14T06:33:00,Saturday,6,-2,3177,DEV_222,IP_278,ethernet,0,0,18.37685,79.188606,0.16,10.84,0.378,0.934,1,1,1,0.851,0,0
EVT001086,STU1086,CS501,S006,2026-02-03T11:58:00,Tuesday,11,2,4655,DEV_678,IP_136,mobile,1,0,17.078179,78.55995,1.16,8.9,0.4,0.942,1,0,1,0.949,0,0
EVT001087,STU1087,CS501,S007,2026-02-21T08:53:00,Saturday,8,6,3021,DEV_109,IP_638,ethernet,0,0,18.403573,78.274315,1.46,11.5,0.36,0.88,1,1,1,0.968,1,0
EVT001088,STU1088,CS501,S008,2026-02-13T09:02:00,Friday,9,18,656,DEV_185,IP_160,mobile,1,1,17.898196,79.203997,129.51,145.93,0.721,0.483,0,3,10,0.799,3,1
EVT001089,STU1089,CS501,S009,2026-02-27T23:54:00,Friday,23,3,4056,DEV_463,IP_588,wifi,0,0,18.191644,78.149595,1.43,10.98,0.334,0.811,1,0,1,0.865,0,0
EVT001090,STU1090,CS501,S010,2026-02-05T05:20:00,Thursday,5,-2,123,DEV_466,IP_051,mobile,1,0,17.437022,78.05408,13.54,501.46,0.843,0.449,0,5,2,0.718,3,1
EVT001091,STU1091,CS501,S011,2026-03-02T00:20:00,Monday,0,12,2137,DEV_146,IP_505,mobile,0,0,18.122657,78.37466,1.24,3.02,0.245,0.906,1,0,1,0.838,0,0
EVT001092,STU1092,CS501,S012,2026-02-26T18:00:00,Thursday,18,-2,1075,DEV_871,IP_197,wifi,0,0,18.110057,78.002262,0.29,4.51,0.25,0.847,1,1,2,0.978,1,0
EVT001093,STU1093,CS501,S013,2026-02-25T22:21:00,Wednesday,22,-1,3274,DEV_824,IP_171,wifi,0,0,18.290272,78.920775,1.81,0.22,0.281,0.889,1,1,0,0.869,0,0
EVT001094,STU1094,CS501,S014,2026-02-18T13:21:00,Wednesday,13,4,1484,DEV_164,IP_613,ethernet,0,0,17.474799,78.349757,0.38,8.18,0.279,0.911,1,0,1,0.897,0,0
EVT001095,STU1095,CS501,S015,2026-02-09T19:03:00,Monday,19,8,4784,DEV_829,IP_620,wifi,0,0,17.041665,78.553328,1.82,6.81,0.164,0.797,1,1,1,0.918,0,0
EVT001096,STU1096,CS501,S016,2026-03-06T09:01:00,Friday,9,-3,5753,DEV_239,IP_447,wifi,0,1,17.694909,79.080302,1.85,11.46,0.344,0.826,1,0,2,0.877,1,0
EVT001097,STU1097,CS501,S017,2026-02-08T09:23:00,Sunday,9,-2,5998,DEV_100,IP_200,wifi,0,0,18.085777,78.334553,1.91,0.51,0.25,0.85,1,1,2,0.913,1,0
EVT001098,STU1098,CS501,S018,2026-02-25T20:58:00,Wednesday,20,-6,1257,DEV_849,IP_178,wifi,0,0,17.55817,78.444109,1.7,8.45,0.198,0.952,1,0,0,0.973,0,0
EVT001099,STU1099,CS501,S019,2026-03-03T12:53:00,Tuesday,12,-4,3951,DEV_544,IP_335,mobile,0,0,17.834408,78.087731,1.09,6.43,0.398,0.843,1,0,0,0.957,0,0
EVT001100,STU1100,CS501,S020,2026-02-15T10:50:00,Sunday,10,-3,907,DEV_795,IP_398,ethernet,1,0,17.60259,79.418597,1.14,6.03,0.384,0.873,1,1,0,0.97,1,0
EVT001101,STU1101,CS501,S021,2026-02-19T13:08:00,Thursday,13,-4,5780,DEV_188,IP_018,mobile,0,0,18.035266,78.068208,0.59,2.16,0.307,0.93,1,1,0,0.852,0,0
EVT001102,STU1102,CS501,S022,2026-02-08T19:08:00,Sunday,19,10,2677,DEV_158,IP_417,ethernet,0,1,17.914116,79.465146,1.47,11.25,0.38,0.899,1,0,0,0.905,1,0
EVT001103,STU1103,CS501,S023,2026-02-14T00:18:00,Saturday,0,9,1690,DEV_724,IP_003,wifi,0,0,17.008074,79.404369,0.4,8.82,0.165,0.826,1,1,1,0.894,0,0
EVT001104,STU1104,CS501,S024,2026-03-07T10:00:00,Saturday,10,3,2484,DEV_564,IP_002,mobile,0,0,17.829726,78.242758,0.19,3.86,0.171,0.95,1,1,0,0.98,0,0
EVT001105,STU1105,CS501,S025,2026-02-20T09:29:00,Friday,9,12,2300,DEV_879,IP_233,wifi,0,0,18.265755,79.489415,1.22,0.72,0.256,0.926,1,0,1,0.956,0,0
EVT001106,STU1106,CS501,S026,2026-02-10T18:53:00,Tuesday,18,9,5892,DEV_905,IP_647,ethernet,0,0,18.369576,79.125064,1.77,2.45,0.355,0.866,1,0,2,0.881,0,0
EVT001107,STU1107,CS501,S027,2026-03-08T07:49:00,Sunday,7,5,4626,DEV_206,IP_232,ethernet,0,0,17.913161,78.148724,0.61,9.32,0.16,0.796,1,0,2,0.911,0,0
EVT001108,STU1108,CS501,S028,2026-02-25T23:26:00,Wednesday,23,0,3761,DEV_505,IP_395,wifi,0,0,17.975964,78.633738,1.2,10.27,0.287,0.848,1,0,1,0.991,1,0
EVT001109,STU1109,CS501,S029,2026-03-02T00:11:00,Monday,0,11,2268,DEV_420,IP_120,mobile,1,0,18.377331,79.04219,1.08,1.21,0.317,0.836,1,0,2,0.843,1,0
EVT001110,STU1110,CS501,S030,2026-02-17T09:51:00,Tuesday,9,6,5647,DEV_719,IP_401,mobile,0,0,17.552959,79.430012,1.08,3.59,0.319,0.817,1,0,2,0.968,0,0
EVT001111,STU1111,CS501,S031,2026-02-19T13:05:00,Thursday,13,-2,5910,DEV_688,IP_446,ethernet,0,0,17.954693,79.145994,0.19,3.88,0.209,0.91,1,0,1,0.879,1,0
EVT001112,STU1112,CS501,S032,2026-03-06T23:16:00,Friday,23,-3,5645,DEV_497,IP_023,ethernet,0,1,17.005771,79.17277,0.54,5.7,0.344,0.867,1,1,0,0.958,1,0
EVT001113,STU1113,CS501,S033,2026-02-22T04:28:00,Sunday,4,8,2988,DEV_116,IP_421,mobile,0,0,17.363798,79.258344,1.7,3.41,0.226,0.98,1,0,2,0.964,1,0
EVT001114,STU1114,CS501,S034,2026-02-24T23:52:00,Tuesday,23,3,2589,DEV_812,IP_620,wifi,0,0,17.994322,78.772154,1.62,1.28,0.251,0.943,1,0,1,0.872,0,0
EVT001115,STU1115,CS501,S035,2026-02-19T07:53:00,Thursday,7,3,2300,DEV_019,IP_558,wifi,0,0,17.405839,79.250346,0.06,4.78,0.391,0.788,1,1,1,0.92,0,0
EVT001116,STU1116,CS501,S036,2026-02-17T16:39:00,Tuesday,16,0,904,DEV_634,IP_610,ethernet,0,0,17.71059,79.250111,1.11,10.5,0.353,0.849,1,1,2,0.967,0,0
EVT001117,STU1117,CS501,S037,2026-03-07T05:06:00,Saturday,5,10,3747,DEV_696,IP_354,ethernet,0,0,17.585566,79.018238,0.03,11.11,0.267,0.858,1,0,0,0.82,0,0
EVT001118,STU1118,CS501,S038,2026-02-06T00:13:00,Friday,0,12,3815,DEV_443,IP_460,ethernet,0,1,17.077679,79.141755,1.94,4.29,0.23,0.897,1,0,1,0.996,1,0
EVT001119,STU1119,CS501,S039,2026-03-14T23:18:00,Saturday,23,-7,1869,DEV_049,IP_237,mobile,0,0,18.378401,78.454524,1.76,9.64,0.167,0.913,1,0,1,0.887,0,0
EVT001120,STU1120,CS501,S040,2026-03-17T11:19:00,Tuesday,11,12,5776,DEV_387,IP_146,wifi,0,0,17.175244,79.365242,0.55,4.12,0.261,0.97,1,1,1,0.85,0,0
EVT001121,STU1121,CS501,S001,2026-03-01T04:40:00,Sunday,4,8,2021,DEV_451,IP_031,mobile,0,0,17.748356,78.7206,0.36,11.27,0.203,0.908,1,1,0,0.859,1,0
EVT001122,STU1122,CS501,S002,2026-02-19T01:40:00,Thursday,1,2,3567,DEV_141,IP_295,mobile,0,0,18.092981,78.327242,0.87,2.05,0.364,0.952,1,0,1,0.821,0,0
EVT001123,STU1123,CS501,S003,2026-02-08T22:33:00,Sunday,22,12,1361,DEV_649,IP_475,mobile,1,0,17.235579,79.158601,0.26,2.22,0.182,0.962,1,1,0,0.986,0,0
EVT001124,STU1124,CS501,S004,2026-02-25T18:31:00,Wednesday,18,0,5958,DEV_144,IP_321,wifi,0,0,17.60912,79.466248,1.35,6.65,0.201,0.903,1,1,0,0.943,1,0
EVT001125,STU1125,CS501,S005,2026-02-16T06:55:00,Monday,6,12,1588,DEV_276,IP_483,wifi,0,1,18.147029,78.957943,1.83,6.35,0.313,0.856,1,0,1,0.901,1,0
EVT001126,STU1126,CS501,S006,2026-02-17T14:31:00,Tuesday,14,2,4491,DEV_205,IP_267,mobile,0,0,18.271108,78.904552,1.71,3.55,0.36,0.957,1,0,1,0.925,1,0
EVT001127,STU1127,CS501,S007,2026-02-03T01:01:00,Tuesday,1,8,5082,DEV_438,IP_039,ethernet,0,0,17.711651,78.802422,0.25,2.61,0.18,0.945,1,0,0,0.969,0,0
EVT001128,STU1128,CS501,S008,2026-02-09T08:14:00,Monday,8,10,1459,DEV_186,IP_126,mobile,0,0,18.037264,78.612891,1.09,2.36,0.228,0.897,1,0,1,0.943,1,0
EVT001129,STU1129,CS501,S009,2026-03-11T05:28:00,Wednesday,5,3,2754,DEV_286,IP_391,mobile,0,0,17.131434,78.718786,1.02,1.22,0.295,0.803,1,1,2,0.906,1,0
EVT001130,STU1130,CS501,S010,2026-03-07T03:47:00,Saturday,3,-2,5753,DEV_269,IP_350,wifi,0,0,17.914387,78.862673,0.13,3.72,0.21,0.863,1,1,1,0.933,1,0
EVT001131,STU1131,CS501,S011,2026-03-09T08:12:00,Monday,8,-3,115,DEV_554,IP_609,mobile,1,1,17.995357,78.435764,52.92,194.26,0.457,0.608,1,3,4,0.488,3,1
EVT001132,STU1132,CS501,S012,2026-02-14T11:00:00,Saturday,11,2,4093,DEV_575,IP_380,mobile,0,0,17.49289,79.064968,1.55,3.57,0.34,0.969,1,1,2,0.887,0,0
EVT001133,STU1133,CS501,S013,2026-02-17T05:41:00,Tuesday,5,-3,5146,DEV_655,IP_624,mobile,0,0,18.348071,78.693183,0.1,1.72,0.266,0.903,1,0,0,0.874,0,0
EVT001134,STU1134,CS501,S014,2026-03-15T12:41:00,Sunday,12,11,5234,DEV_536,IP_401,ethernet,0,0,17.157217,78.273338,1.85,9.73,0.35,0.947,1,0,1,0.909,0,0
EVT001135,STU1135,CS501,S015,2026-02-11T06:43:00,Wednesday,6,-1,5226,DEV_591,IP_012,wifi,0,0,18.106833,78.925793,1.7,1.37,0.18,0.832,1,1,2,0.834,1,0
EVT001136,STU1136,CS501,S016,2026-03-15T02:31:00,Sunday,2,11,2267,DEV_092,IP_644,ethernet,0,0,17.469621,78.756889,1.15,4.44,0.195,0.961,1,1,2,0.857,1,0
EVT001137,STU1137,CS501,S017,2026-03-07T13:08:00,Saturday,13,24,767,DEV_011,IP_255,ethernet,1,0,17.188475,78.860258,50.03,127.88,0.608,0.536,0,1,3,0.68,3,1
EVT001138,STU1138,CS501,S018,2026-02-22T23:04:00,Sunday,23,3,3763,DEV_291,IP_336,wifi,0,0,18.318979,78.449005,0.08,0.71,0.287,0.954,1,0,2,0.949,0,0
EVT001139,STU1139,CS501,S019,2026-03-05T21:34:00,Thursday,21,5,1470,DEV_522,IP_614,mobile,0,0,17.852525,78.313479,1.59,6.37,0.209,0.939,1,0,1,0.834,1,0
EVT001140,STU1140,CS501,S020,2026-02-12T09:19:00,Thursday,9,-6,958,DEV_682,IP_253,wifi,0,0,17.975992,79.291161,1.95,11.72,0.362,0.87,1,1,2,0.992,1,0
EVT001141,STU1141,CS501,S021,2026-03-10T17:06:00,Tuesday,17,11,4892,DEV_483,IP_498,wifi,0,0,17.685404,79.28289,1.58,1.39,0.251,0.832,1,0,2,0.844,0,0
EVT001142,STU1142,CS501,S022,2026-02-26T03:57:00,Thursday,3,5,4257,DEV_036,IP_108,ethernet,1,0,18.498764,78.692741,0.59,6.25,0.251,0.834,1,0,2,0.943,0,0
EVT001143,STU1143,CS501,S023,2026-03-16T13:19:00,Monday,13,-1,3642,DEV_139,IP_503,wifi,0,0,17.012409,78.214065,1.84,4.92,0.224,0.985,1,0,0,0.854,0,0
EVT001144,STU1144,CS501,S024,2026-02-20T11:25:00,Friday,11,-3,5070,DEV_949,IP_023,ethernet,0,0,17.617642,79.195932,0.52,3.25,0.188,0.939,1,0,2,0.877,0,0
EVT001145,STU1145,CS501,S025,2026-02-20T09:59:00,Friday,9,1,5871,DEV_893,IP_328,mobile,0,0,17.167829,79.060368,0.01,2.08,0.281,0.94,1,1,2,0.912,1,0
EVT001146,STU1146,CS501,S026,2026-03-11T04:50:00,Wednesday,4,3,5304,DEV_808,IP_109,mobile,0,0,18.258716,79.231141,1.69,1.48,0.224,0.821,1,1,2,0.993,0,0
EVT001147,STU1147,CS501,S027,2026-03-08T16:13:00,Sunday,16,-6,2563,DEV_525,IP_228,ethernet,0,0,17.351055,78.607054,1.01,6.27,0.176,0.884,1,1,1,0.937,1,0
EVT001148,STU1148,CS501,S028,2026-03-08T00:11:00,Sunday,0,-7,2956,DEV_024,IP_191,ethernet,1,0,17.191574,78.19986,1.21,7.47,0.187,0.98,1,0,2,0.969,1,0
